UserId,ProductId,Rating,time,price,ProductName,nutritional _data,Recommended_Product,Price
15,6,3,3/1/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Tea_Milk,15
38,1,2,3/2/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
25,2,1,3/3/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Nescafee,20
98,3,5,3/4/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Tea,10
26,4,5,3/5/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
55,5,3,3/6/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Nescaffee black,15
22,6,2,3/7/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
55,1,2,3/8/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
16,2,3,3/9/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
78,3,1,3/10/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
98,4,5,3/11/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
36,5,1,3/12/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
25,6,2,3/13/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
2,1,3,3/14/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
65,2,4,3/15/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Tea_Milk,15
98,3,5,3/16/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Tea,10
999,4,5,3/17/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
888,5,4,3/18/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
777,6,3,3/19/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
456,1,2,3/20/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
321,2,1,3/21/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
123,3,5,3/22/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
3336,4,3,3/23/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
332,5,2,3/24/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
223,6,1,3/25/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescaffee black,15
554,1,4,3/26/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
445,2,5,3/27/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
100,3,5,3/28/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Tea,10
101,4,5,3/29/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea_Milk,15
123,5,4,3/30/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Cacao_Milk,20
201,6,1,3/31/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
503,1,2,4/1/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
22,2,3,4/2/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Nescafee,20
4,3,4,4/3/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
9,4,5,4/4/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
8,5,3,4/5/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Nescaffee black,15
3,6,2,4/6/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
5,1,1,4/7/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Tea,10
1,2,4,4/8/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Nescaffee black,15
22,3,4,4/9/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Nescafee,20
5,4,5,4/10/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
65,5,1,4/11/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
56,6,2,4/12/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
45,1,3,4/13/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
46,2,4,4/14/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Tea,10
64,3,5,4/15/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Tea,10
88,4,5,4/16/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
99,5,4,4/17/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Cacao_Milk,20
135,6,3,4/18/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
74,1,2,4/19/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
96,2,1,4/20/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Nescafee,20
65,3,1,4/21/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Tea_Milk,15
78,4,2,4/22/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Cacao_Milk,20
15,5,3,4/23/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
35,6,3,4/24/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Tea_Milk,15
87,1,5,4/25/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
987,2,4,4/26/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
741,3,1,4/27/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
147,4,2,4/28/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
123,5,3,4/29/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Cacao_Milk,20
456,6,4,4/30/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescaffee black,15
654,1,5,5/1/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
789,2,5,5/2/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
987,3,4,5/3/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao,15
258,4,3,5/4/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Nescafee,20
852,5,2,5/5/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
528,6,1,5/6/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
582,1,1,5/7/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
369,2,4,5/8/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
963,3,5,5/9/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
693,4,2,5/10/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
639,5,3,5/11/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
645,6,3,5/12/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
978,1,4,5/13/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
823,2,5,5/14/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
579,3,2,5/15/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
320,4,1,5/16/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
220,5,3,5/17/2024 10:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
210,6,5,5/18/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
120,1,1,5/19/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
310,2,2,5/20/2024 10:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Tea,10
301,3,3,5/21/2024 10:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Nescaffee black,15
125,4,4,5/22/2024 10:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea_Milk,15
658,5,5,5/23/2024 17:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
602,6,4,5/24/2024 10:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
149,1,3,5/25/2024 10:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
941,2,2,5/26/2024 15:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
90,3,5,5/27/2024 7:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Nescafee,20
30,4,2,5/28/2024 8:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
31,1,1,5/29/2024 8:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
32,2,2,5/30/2024 8:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
33,3,3,5/31/2024 8:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
34,4,4,6/1/2024 8:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
35,5,5,6/2/2024 8:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
36,6,5,6/3/2024 8:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Tea_Milk,15
37,1,5,6/4/2024 8:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
38,2,4,6/5/2024 8:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Nescaffee black,15
39,3,4,6/6/2024 8:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
40,4,2,6/7/2024 8:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
41,5,1,6/8/2024 8:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
42,6,3,6/9/2024 8:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
43,1,5,6/10/2024 8:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
44,2,4,6/11/2024 8:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
45,3,2,6/12/2024 8:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Nescaffee black,15
46,4,1,6/13/2024 8:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
47,5,3,6/14/2024 8:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
48,6,3,6/15/2024 8:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
49,1,5,6/16/2024 8:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
50,2,4,6/17/2024 8:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
51,3,2,6/18/2024 8:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
52,4,1,6/19/2024 8:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
53,5,5,6/20/2024 8:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
54,6,4,6/21/2024 8:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
55,1,1,6/22/2024 8:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
56,2,2,6/23/2024 8:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Nescafee,20
57,3,3,6/24/2024 8:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
58,4,4,6/25/2024 8:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
59,5,5,6/26/2024 8:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
60,6,3,6/27/2024 8:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
61,1,2,6/28/2024 8:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
62,2,1,6/29/2024 8:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
63,3,5,6/30/2024 8:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
64,4,4,7/1/2024 8:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
65,5,1,7/2/2024 8:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
66,6,1,7/3/2024 8:45,20,Cacao_Milk,"This drink contains 200 calories, 10 grams of fat, 20 grams of carbs, 5 grams of fiber, 6 grams of protein, and 100 milligrams of sodium.",Nescafee,20
67,1,2,7/4/2024 8:45,10,Tea,"This drink contains 2 calories, 10 grams of fat, 0 grams of carbs, 0 grams of fiber, 0 grams of protein, and 0 milligrams of sodium.",Nescaffee black,15
68,2,3,7/5/2024 8:45,15,Tea_Milk,"This drink contains 50 calories, 2 grams of fat, 8 grams of carbs, 0 grams of fiber, 3 grams of protein, and 25 milligrams of sodium.",Cacao,15
69,3,3,7/6/2024 8:45,15,Nescaffee black,"This drink contains 80 calories, 3 grams of fat, 10 grams of carbs, 0 grams of fiber, 1 grams of protein, and 100 milligrams of sodium.",Cacao_Milk,20
70,4,2,7/7/2024 8:45,20,Nescafee,"This drink contains 100 calories, 3 grams of fat, 12 grams of carbs, 1 grams of fiber, 5 grams of protein, and 120 milligrams of sodium.",Tea,10
71,5,1,7/8/2024 8:45,15,Cacao,"This drink contains 150 calories, 8 grams of fat, 15 grams of carbs, 5 grams of fiber, 4 grams of protein, and 50 milligrams of sodium.",Tea_Milk,15
